@relation winequality-red
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
7.6, 0.36, 0.31, 1.7, 0.079, 26.0, 65.0, 0.99716, 3.46, 0.62, 9.5, 6
8.2, 0.35, 0.33, 2.4, 0.076, 11.0, 47.0, 0.99599, 3.27, 0.81, 11.0, 6
10.2, 0.4, 0.4, 2.5, 0.068, 41.0, 54.0, 0.99754, 3.38, 0.86, 10.5, 6
6.7, 0.64, 0.23, 2.1, 0.08, 11.0, 119.0, 0.99538, 3.36, 0.7, 10.9, 5
7.0, 0.43, 0.3, 2.0, 0.085, 6.0, 39.0, 0.99346, 3.33, 0.46, 11.9, 6
6.5, 0.885, 0.0, 2.3, 0.166, 6.0, 12.0, 0.99551, 3.56, 0.51, 10.8, 5
7.0, 0.745, 0.12, 1.8, 0.114, 15.0, 64.0, 0.99588, 3.22, 0.59, 9.5, 6
7.9, 0.58, 0.23, 2.3, 0.076, 23.0, 94.0, 0.99686, 3.21, 0.58, 9.5, 6
8.6, 0.42, 0.39, 1.8, 0.068, 6.0, 12.0, 0.99516, 3.35, 0.69, 11.7, 8
7.2, 0.36, 0.46, 2.1, 0.074, 24.0, 44.0, 0.99534, 3.4, 0.85, 11.0, 7
9.9, 0.72, 0.55, 1.7, 0.136, 24.0, 52.0, 0.99752, 3.35, 0.94, 10.0, 5
7.2, 0.36, 0.46, 2.1, 0.074, 24.0, 44.0, 0.99534, 3.4, 0.85, 11.0, 7
8.2, 0.4, 0.31, 1.9, 0.082, 8.0, 24.0, 0.996, 3.24, 0.69, 10.6, 6
7.8, 0.55, 0.0, 1.7, 0.07, 7.0, 17.0, 0.99659, 3.26, 0.64, 9.4, 6
7.4, 0.55, 0.19, 1.8, 0.082, 15.0, 34.0, 0.99655, 3.49, 0.68, 10.5, 5
7.1, 0.6, 0.01, 2.3, 0.079, 24.0, 37.0, 0.99514, 3.4, 0.61, 10.9, 6
7.9, 0.66, 0.0, 1.4, 0.096, 6.0, 13.0, 0.99569, 3.43, 0.58, 9.5, 5
7.8, 0.7, 0.06, 1.9, 0.079, 20.0, 35.0, 0.99628, 3.4, 0.69, 10.9, 5
7.5, 0.59, 0.22, 1.8, 0.082, 43.0, 60.0, 0.99499, 3.1, 0.42, 9.2, 5
8.6, 0.635, 0.68, 1.8, 0.403, 19.0, 56.0, 0.99632, 3.02, 1.15, 9.3, 5
8.5, 0.37, 0.32, 1.8, 0.066, 26.0, 51.0, 0.99456, 3.38, 0.72, 11.8, 6
7.2, 0.57, 0.05, 2.3, 0.081, 16.0, 36.0, 0.99564, 3.38, 0.6, 10.3, 6
6.9, 0.41, 0.31, 2.0, 0.079, 21.0, 51.0, 0.99668, 3.47, 0.55, 9.5, 6
5.5, 0.49, 0.03, 1.8, 0.044, 28.0, 87.0, 0.9908, 3.5, 0.82, 14.0, 8
5.9, 0.46, 0.0, 1.9, 0.077, 25.0, 44.0, 0.99385, 3.5, 0.53, 11.2, 5
8.5, 0.4, 0.4, 6.3, 0.05, 3.0, 10.0, 0.99566, 3.28, 0.56, 12.0, 4
7.9, 0.765, 0.0, 2.0, 0.084, 9.0, 22.0, 0.99619, 3.33, 0.68, 10.9, 6
8.7, 0.63, 0.28, 2.7, 0.096, 17.0, 69.0, 0.99734, 3.26, 0.63, 10.2, 6
8.0, 0.6, 0.08, 2.6, 0.056, 3.0, 7.0, 0.99286, 3.22, 0.37, 13.0, 5
7.0, 0.6, 0.3, 4.5, 0.068, 20.0, 110.0, 0.99914, 3.3, 1.17, 10.2, 5
7.6, 1.58, 0.0, 2.1, 0.137, 5.0, 9.0, 0.99476, 3.5, 0.4, 10.9, 3
5.2, 0.645, 0.0, 2.15, 0.08, 15.0, 28.0, 0.99444, 3.78, 0.61, 12.5, 6
9.7, 0.69, 0.32, 2.5, 0.088, 22.0, 91.0, 0.9979, 3.29, 0.62, 10.1, 5
8.0, 1.18, 0.21, 1.9, 0.083, 14.0, 41.0, 0.99532, 3.34, 0.47, 10.5, 5
7.5, 0.63, 0.27, 2.0, 0.083, 17.0, 91.0, 0.99616, 3.26, 0.58, 9.8, 6
5.4, 0.74, 0.0, 1.2, 0.041, 16.0, 46.0, 0.99258, 4.01, 0.59, 12.5, 6
7.5, 0.63, 0.27, 2.0, 0.083, 17.0, 91.0, 0.99616, 3.26, 0.58, 9.8, 6
9.1, 0.76, 0.68, 1.7, 0.414, 18.0, 64.0, 0.99652, 2.9, 1.33, 9.1, 6
6.7, 0.46, 0.24, 1.7, 0.077, 18.0, 34.0, 0.9948, 3.39, 0.6, 10.6, 6
6.5, 0.52, 0.11, 1.8, 0.073, 13.0, 38.0, 0.9955, 3.34, 0.52, 9.3, 5
6.0, 0.5, 0.0, 1.4, 0.057, 15.0, 26.0, 0.99448, 3.36, 0.45, 9.5, 5
6.0, 0.5, 0.0, 1.4, 0.057, 15.0, 26.0, 0.99448, 3.36, 0.45, 9.5, 5
6.1, 0.59, 0.01, 2.1, 0.056, 5.0, 13.0, 0.99472, 3.52, 0.56, 11.4, 5
7.2, 0.655, 0.03, 1.8, 0.078, 7.0, 12.0, 0.99587, 3.34, 0.39, 9.5, 5
6.1, 0.34, 0.25, 1.8, 0.084, 4.0, 28.0, 0.99464, 3.36, 0.44, 10.1, 5
9.2, 0.54, 0.31, 2.3, 0.112, 11.0, 38.0, 0.99699, 3.24, 0.56, 10.9, 5
11.6, 0.475, 0.4, 1.4, 0.091, 6.0, 28.0, 0.99704, 3.07, 0.65, 10.0333333333333, 6
7.5, 0.58, 0.56, 3.1, 0.153, 5.0, 14.0, 0.99476, 3.21, 1.03, 11.6, 6
8.2, 0.885, 0.2, 1.4, 0.086, 7.0, 31.0, 0.9946, 3.11, 0.46, 10.0, 5
8.0, 0.6, 0.22, 2.1, 0.08, 25.0, 105.0, 0.99613, 3.3, 0.49, 9.9, 5
7.4, 0.64, 0.07, 1.8, 0.1, 8.0, 23.0, 0.9961, 3.3, 0.58, 9.6, 5
8.6, 0.685, 0.1, 1.6, 0.092, 3.0, 12.0, 0.99745, 3.31, 0.65, 9.55, 6
7.9, 0.69, 0.21, 2.1, 0.08, 33.0, 141.0, 0.9962, 3.25, 0.51, 9.9, 5
6.0, 0.51, 0.0, 2.1, 0.064, 40.0, 54.0, 0.995, 3.54, 0.93, 10.7, 6
6.6, 0.96, 0.0, 1.8, 0.082, 5.0, 16.0, 0.9936, 3.5, 0.44, 11.9, 6
8.2, 0.24, 0.34, 5.1, 0.062, 8.0, 22.0, 0.9974, 3.22, 0.94, 10.9, 6
10.0, 0.32, 0.59, 2.2, 0.077, 3.0, 15.0, 0.9994, 3.2, 0.78, 9.6, 5
7.7, 0.64, 0.21, 2.2, 0.077, 32.0, 133.0, 0.9956, 3.27, 0.45, 9.9, 5
7.8, 0.53, 0.01, 1.6, 0.077, 3.0, 19.0, 0.995, 3.16, 0.46, 9.8, 5
6.1, 0.4, 0.16, 1.8, 0.069, 11.0, 25.0, 0.9955, 3.42, 0.74, 10.1, 7
10.2, 0.54, 0.37, 15.4, 0.214, 55.0, 95.0, 1.00369, 3.18, 0.77, 9.0, 6
7.2, 0.37, 0.32, 2.0, 0.062, 15.0, 28.0, 0.9947, 3.23, 0.73, 11.3, 7
7.3, 0.67, 0.02, 2.2, 0.072, 31.0, 92.0, 0.99566, 3.32, 0.68, 11.1, 6
7.2, 0.38, 0.31, 2.0, 0.056, 15.0, 29.0, 0.99472, 3.23, 0.76, 11.3, 8
7.6, 0.49, 0.33, 1.9, 0.074, 27.0, 85.0, 0.99706, 3.41, 0.58, 9.0, 5
8.4, 0.29, 0.4, 1.7, 0.067, 8.0, 20.0, 0.99603, 3.39, 0.6, 10.5, 5
7.3, 0.98, 0.05, 2.1, 0.061, 20.0, 49.0, 0.99705, 3.31, 0.55, 9.7, 3
6.7, 0.7, 0.08, 3.75, 0.067, 8.0, 16.0, 0.99334, 3.43, 0.52, 12.6, 5
8.2, 0.28, 0.6, 3.0, 0.104, 10.0, 22.0, 0.99828, 3.39, 0.68, 10.6, 5
8.2, 0.28, 0.6, 3.0, 0.104, 10.0, 22.0, 0.99828, 3.39, 0.68, 10.6, 5
7.2, 0.58, 0.54, 2.1, 0.114, 3.0, 9.0, 0.99719, 3.33, 0.57, 10.3, 4
6.0, 0.64, 0.05, 1.9, 0.066, 9.0, 17.0, 0.99496, 3.52, 0.78, 10.6, 5
5.6, 0.54, 0.04, 1.7, 0.049, 5.0, 13.0, 0.9942, 3.72, 0.58, 11.4, 5
7.0, 0.43, 0.02, 1.9, 0.08, 15.0, 28.0, 0.99492, 3.35, 0.81, 10.6, 6
7.9, 0.18, 0.4, 1.8, 0.062, 7.0, 20.0, 0.9941, 3.28, 0.7, 11.1, 5
7.4, 0.47, 0.46, 2.2, 0.114, 7.0, 20.0, 0.99647, 3.32, 0.63, 10.5, 5
6.5, 0.53, 0.06, 2.0, 0.063, 29.0, 44.0, 0.99489, 3.38, 0.83, 10.3, 6
6.1, 0.32, 0.25, 2.3, 0.071, 23.0, 58.0, 0.99633, 3.42, 0.97, 10.6, 5
6.0, 0.42, 0.19, 2.0, 0.075, 22.0, 47.0, 0.99522, 3.39, 0.78, 10.0, 6
6.7, 0.48, 0.08, 2.1, 0.064, 18.0, 34.0, 0.99552, 3.33, 0.64, 9.7, 5
6.1, 0.705, 0.1, 2.8, 0.081, 13.0, 28.0, 0.99631, 3.6, 0.66, 10.2, 5
7.0, 0.55, 0.13, 2.2, 0.075, 15.0, 35.0, 0.9959, 3.36, 0.59, 9.7, 6
6.5, 0.63, 0.33, 1.8, 0.059, 16.0, 28.0, 0.99531, 3.36, 0.64, 10.1, 6
6.3, 0.6, 0.1, 1.6, 0.048, 12.0, 26.0, 0.99306, 3.55, 0.51, 12.1, 5
7.0, 0.56, 0.17, 1.7, 0.065, 15.0, 24.0, 0.99514, 3.44, 0.68, 10.55, 7
6.6, 0.855, 0.02, 2.4, 0.062, 15.0, 23.0, 0.99627, 3.54, 0.6, 11.0, 6
6.7, 0.67, 0.02, 1.9, 0.061, 26.0, 42.0, 0.99489, 3.39, 0.82, 10.9, 6
6.4, 0.36, 0.53, 2.2, 0.23, 19.0, 35.0, 0.9934, 3.37, 0.93, 12.4, 6
7.5, 0.52, 0.4, 2.2, 0.06, 12.0, 20.0, 0.99474, 3.26, 0.64, 11.8, 6
7.2, 0.39, 0.44, 2.6, 0.066, 22.0, 48.0, 0.99494, 3.3, 0.84, 11.5, 6
6.3, 0.51, 0.13, 2.3, 0.076, 29.0, 40.0, 0.99574, 3.42, 0.75, 11.0, 6
6.0, 0.31, 0.47, 3.6, 0.067, 18.0, 42.0, 0.99549, 3.39, 0.66, 11.0, 6
