@relation winequality-red
@attribute FixedAcidity real[4.6,15.9]
@attribute VolatileAcidity real[0.12,1.58]
@attribute CitricAcid real[0.0,1.0]
@attribute ResidualSugar real[0.9,15.5]
@attribute Chlorides real[0.012,0.611]
@attribute FreeSulfurDioxide real[1.0,72.0]
@attribute TotalSulfurDioxide real[6.0,289.0]
@attribute Density real[0.99007,1.00369]
@attribute PH real[2.74,4.01]
@attribute Sulphates real[0.33,2.0]
@attribute Alcohol real[8.4,14.9]
@attribute Quality{0,1,2,3,4,5,6,7,8,9,10}
@inputs FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol
@outputs Quality
@data
9.8, 0.39, 0.43, 1.65, 0.068, 5.0, 11.0, 0.99478, 3.19, 0.46, 11.4, 5
6.8, 0.66, 0.07, 1.6, 0.07, 16.0, 61.0, 0.99572, 3.29, 0.6, 9.3, 5
6.4, 0.885, 0.0, 2.3, 0.166, 6.0, 12.0, 0.99551, 3.56, 0.51, 10.8, 5
6.2, 0.43, 0.22, 1.8, 0.078, 21.0, 56.0, 0.99633, 3.52, 0.6, 9.5, 6
7.7, 0.26, 0.26, 2.0, 0.052, 19.0, 77.0, 0.9951, 3.15, 0.79, 10.9, 6
6.2, 0.39, 0.43, 2.0, 0.071, 14.0, 24.0, 0.99428, 3.45, 0.87, 11.2, 7
10.9, 0.32, 0.52, 1.8, 0.132, 17.0, 44.0, 0.99734, 3.28, 0.77, 11.5, 6
10.9, 0.32, 0.52, 1.8, 0.132, 17.0, 44.0, 0.99734, 3.28, 0.77, 11.5, 6
12.6, 0.39, 0.49, 2.5, 0.08, 8.0, 20.0, 0.9992, 3.07, 0.82, 10.3, 6
9.2, 0.46, 0.23, 2.6, 0.091, 18.0, 77.0, 0.99922, 3.15, 0.51, 9.4, 5
7.6, 0.43, 0.29, 2.1, 0.075, 19.0, 66.0, 0.99718, 3.4, 0.64, 9.5, 5
7.7, 0.18, 0.34, 2.7, 0.066, 15.0, 58.0, 0.9947, 3.37, 0.78, 11.8, 6
7.8, 0.815, 0.01, 2.6, 0.074, 48.0, 90.0, 0.99621, 3.38, 0.62, 10.8, 5
8.1, 0.73, 0.0, 2.5, 0.081, 12.0, 24.0, 0.99798, 3.38, 0.46, 9.6, 4
6.5, 0.67, 0.0, 4.3, 0.057, 11.0, 20.0, 0.99488, 3.45, 0.56, 11.8, 4
7.5, 0.61, 0.2, 1.7, 0.076, 36.0, 60.0, 0.99494, 3.1, 0.4, 9.3, 5
9.0, 0.4, 0.41, 2.0, 0.058, 15.0, 40.0, 0.99414, 3.22, 0.6, 12.2, 6
7.4, 0.55, 0.19, 1.8, 0.082, 15.0, 34.0, 0.99655, 3.49, 0.68, 10.5, 5
7.1, 0.6, 0.01, 2.3, 0.079, 24.0, 37.0, 0.99514, 3.4, 0.61, 10.9, 6
6.1, 0.64, 0.02, 2.4, 0.069, 26.0, 46.0, 0.99358, 3.47, 0.45, 11.0, 5
7.0, 0.58, 0.28, 4.8, 0.085, 12.0, 69.0, 0.99633, 3.32, 0.7, 11.0, 6
6.8, 0.64, 0.0, 2.7, 0.123, 15.0, 33.0, 0.99538, 3.44, 0.63, 11.3, 6
7.8, 0.58, 0.13, 2.1, 0.102, 17.0, 36.0, 0.9944, 3.24, 0.53, 11.2, 6
7.0, 0.69, 0.0, 1.9, 0.114, 3.0, 10.0, 0.99636, 3.35, 0.6, 9.7, 6
8.0, 0.715, 0.22, 2.3, 0.075, 13.0, 81.0, 0.99688, 3.24, 0.54, 9.5, 6
11.3, 0.37, 0.5, 1.8, 0.09, 20.0, 47.0, 0.99734, 3.15, 0.57, 10.5, 5
7.1, 0.16, 0.44, 2.5, 0.068, 17.0, 31.0, 0.99328, 3.35, 0.54, 12.4, 6
7.6, 0.74, 0.0, 1.9, 0.1, 6.0, 12.0, 0.99521, 3.36, 0.59, 11.0, 5
5.9, 0.395, 0.13, 2.4, 0.056, 14.0, 28.0, 0.99362, 3.62, 0.67, 12.4, 6
9.1, 0.37, 0.32, 2.1, 0.064, 4.0, 15.0, 0.99576, 3.3, 0.8, 11.2, 6
8.0, 0.28, 0.44, 1.8, 0.081, 28.0, 68.0, 0.99501, 3.36, 0.66, 11.2, 5
7.5, 0.61, 0.26, 1.9, 0.073, 24.0, 88.0, 0.99612, 3.3, 0.53, 9.8, 5
9.7, 0.66, 0.34, 2.6, 0.094, 12.0, 88.0, 0.99796, 3.26, 0.66, 10.1, 5
5.0, 0.74, 0.0, 1.2, 0.041, 16.0, 46.0, 0.99258, 4.01, 0.59, 12.5, 6
6.7, 0.46, 0.24, 1.7, 0.077, 18.0, 34.0, 0.9948, 3.39, 0.6, 10.6, 6
7.8, 0.87, 0.26, 3.8, 0.107, 31.0, 67.0, 0.99668, 3.26, 0.46, 9.2, 5
9.1, 0.775, 0.22, 2.2, 0.079, 12.0, 48.0, 0.9976, 3.18, 0.51, 9.6, 5
6.0, 0.5, 0.0, 1.4, 0.057, 15.0, 26.0, 0.99448, 3.36, 0.45, 9.5, 5
7.5, 0.51, 0.02, 1.7, 0.084, 13.0, 31.0, 0.99538, 3.36, 0.54, 10.5, 6
11.5, 0.42, 0.48, 2.6, 0.077, 8.0, 20.0, 0.99852, 3.09, 0.53, 11.0, 5
7.6, 0.645, 0.03, 1.9, 0.086, 14.0, 57.0, 0.9969, 3.37, 0.46, 10.3, 5
7.4, 0.64, 0.17, 5.4, 0.168, 52.0, 98.0, 0.99736, 3.28, 0.5, 9.5, 5
11.6, 0.475, 0.4, 1.4, 0.091, 6.0, 28.0, 0.99704, 3.07, 0.65, 10.0333333333333, 6
8.3, 0.85, 0.14, 2.5, 0.093, 13.0, 54.0, 0.99724, 3.36, 0.54, 10.1, 5
8.0, 0.83, 0.27, 2.0, 0.08, 11.0, 63.0, 0.99652, 3.29, 0.48, 9.8, 4
7.3, 0.74, 0.08, 1.7, 0.094, 10.0, 45.0, 0.99576, 3.24, 0.5, 9.8, 5
8.7, 0.78, 0.51, 1.7, 0.415, 12.0, 66.0, 0.99623, 3.0, 1.17, 9.2, 5
6.8, 0.815, 0.0, 1.2, 0.267, 16.0, 29.0, 0.99471, 3.32, 0.51, 9.8, 3
6.8, 0.83, 0.09, 1.8, 0.074, 4.0, 25.0, 0.99534, 3.38, 0.45, 9.6, 5
7.4, 0.64, 0.07, 1.8, 0.1, 8.0, 23.0, 0.9961, 3.3, 0.58, 9.6, 5
6.6, 0.64, 0.31, 6.1, 0.083, 7.0, 49.0, 0.99718, 3.35, 0.68, 10.3, 5
6.7, 0.48, 0.02, 2.2, 0.08, 36.0, 111.0, 0.99524, 3.1, 0.53, 9.7, 5
8.7, 0.675, 0.1, 1.6, 0.09, 4.0, 11.0, 0.99745, 3.31, 0.65, 9.55, 5
6.4, 0.47, 0.4, 2.4, 0.071, 8.0, 19.0, 0.9963, 3.56, 0.73, 10.6, 6
8.3, 0.26, 0.37, 1.4, 0.076, 8.0, 23.0, 0.9974, 3.26, 0.7, 9.6, 6
8.3, 0.26, 0.37, 1.4, 0.076, 8.0, 23.0, 0.9974, 3.26, 0.7, 9.6, 6
7.7, 0.23, 0.37, 1.8, 0.046, 23.0, 60.0, 0.9971, 3.41, 0.71, 12.1, 6
7.6, 0.41, 0.33, 2.5, 0.078, 6.0, 23.0, 0.9957, 3.3, 0.58, 11.2, 5
7.8, 0.64, 0.0, 1.9, 0.072, 27.0, 55.0, 0.9962, 3.31, 0.63, 11.0, 5
10.0, 0.38, 0.38, 1.6, 0.169, 27.0, 90.0, 0.99914, 3.15, 0.65, 8.5, 5
7.4, 0.785, 0.19, 5.2, 0.094, 19.0, 98.0, 0.99713, 3.16, 0.52, 9.56666666666667, 6
6.9, 0.58, 0.2, 1.75, 0.058, 8.0, 22.0, 0.99322, 3.38, 0.49, 11.7, 5
7.4, 0.785, 0.19, 5.2, 0.094, 19.0, 98.0, 0.99713, 3.16, 0.52, 9.6, 6
7.8, 0.32, 0.44, 2.7, 0.104, 8.0, 17.0, 0.99732, 3.33, 0.78, 11.0, 7
6.4, 0.42, 0.09, 2.3, 0.054, 34.0, 64.0, 0.99724, 3.41, 0.68, 10.4, 6
6.9, 0.63, 0.01, 2.4, 0.076, 14.0, 39.0, 0.99522, 3.34, 0.53, 10.8, 6
7.3, 0.48, 0.32, 2.1, 0.062, 31.0, 54.0, 0.99728, 3.3, 0.65, 10.0, 7
6.8, 0.91, 0.06, 2.0, 0.06, 4.0, 11.0, 0.99592, 3.53, 0.64, 10.9, 4
6.2, 0.57, 0.1, 2.1, 0.048, 4.0, 11.0, 0.99448, 3.44, 0.76, 10.8, 6
7.1, 0.22, 0.49, 1.8, 0.039, 8.0, 18.0, 0.99344, 3.39, 0.56, 12.4, 6
7.3, 0.585, 0.18, 2.4, 0.078, 15.0, 60.0, 0.99638, 3.31, 0.54, 9.8, 5
6.2, 0.44, 0.39, 2.5, 0.077, 6.0, 14.0, 0.99555, 3.51, 0.69, 11.0, 6
6.4, 0.36, 0.21, 2.2, 0.047, 26.0, 48.0, 0.99661, 3.47, 0.77, 9.7, 6
6.4, 0.79, 0.04, 2.2, 0.061, 11.0, 17.0, 0.99588, 3.53, 0.65, 10.4, 6
6.9, 0.84, 0.21, 4.1, 0.074, 16.0, 65.0, 0.99842, 3.53, 0.72, 9.25, 6
6.6, 0.44, 0.09, 2.2, 0.063, 9.0, 18.0, 0.99444, 3.42, 0.69, 11.3, 6
6.6, 0.56, 0.14, 2.4, 0.064, 13.0, 29.0, 0.99397, 3.42, 0.62, 11.7, 7
6.1, 0.53, 0.08, 1.9, 0.077, 24.0, 45.0, 0.99528, 3.6, 0.68, 10.3, 6
5.4, 0.58, 0.08, 1.9, 0.059, 20.0, 31.0, 0.99484, 3.5, 0.64, 10.2, 6
6.2, 0.64, 0.09, 2.5, 0.081, 15.0, 26.0, 0.99538, 3.57, 0.63, 12.0, 5
7.4, 0.25, 0.29, 2.2, 0.054, 19.0, 49.0, 0.99666, 3.4, 0.76, 10.9, 7
11.1, 0.44, 0.42, 2.2, 0.064, 14.0, 19.0, 0.99758, 3.25, 0.57, 10.4, 6
8.4, 0.37, 0.43, 2.3, 0.063, 12.0, 19.0, 0.9955, 3.17, 0.81, 11.2, 7
7.4, 0.36, 0.3, 1.8, 0.074, 17.0, 24.0, 0.99419, 3.24, 0.7, 11.4, 8
6.6, 0.88, 0.04, 2.2, 0.066, 12.0, 20.0, 0.99636, 3.53, 0.56, 9.9, 5
7.2, 0.695, 0.13, 2.0, 0.076, 12.0, 20.0, 0.99546, 3.29, 0.54, 10.1, 5
5.6, 0.31, 0.78, 13.9, 0.074, 23.0, 92.0, 0.99677, 3.39, 0.48, 10.5, 6
8.0, 0.3, 0.63, 1.6, 0.081, 16.0, 29.0, 0.99588, 3.3, 0.78, 10.8, 6
6.8, 0.67, 0.15, 1.8, 0.118, 13.0, 20.0, 0.9954, 3.42, 0.67, 11.3, 6
7.5, 0.31, 0.41, 2.4, 0.065, 34.0, 60.0, 0.99492, 3.34, 0.85, 11.4, 6
6.3, 0.51, 0.13, 2.3, 0.076, 29.0, 40.0, 0.99574, 3.42, 0.75, 11.0, 6
5.9, 0.645, 0.12, 2.0, 0.075, 32.0, 44.0, 0.99547, 3.57, 0.71, 10.2, 5
